ExperimentID,Fold,Topics,Accuracy,BalancedAccuracy,Precision,Recall,F1,MCC
F3_K039,3,39,0.8666666666666667,0.8666666666666666,0.9069264069264069,0.8666666666666666,0.8695625942684766,0.8568916545602121
F3_K040,3,40,0.8333333333333334,0.8333333333333334,0.8964285714285714,0.8333333333333334,0.8320313020313022,0.8229835886125949
F3_K041,3,41,0.9166666666666666,0.9166666666666666,0.9228571428571429,0.9166666666666666,0.916083916083916,0.9082487681884435
F3_K042,3,42,0.7666666666666667,0.7666666666666667,0.7447222222222222,0.7666666666666667,0.7306709956709957,0.7510098484322215
F3_K043,3,43,0.8166666666666667,0.8166666666666667,0.8311904761904761,0.8166666666666667,0.8151315351315352,0.7980222850295182
F3_K044,3,44,0.9333333333333333,0.9333333333333333,0.9523809523809523,0.9333333333333333,0.9341258741258741,0.9282206653210687
F3_K045,3,45,0.85,0.85,0.8821428571428571,0.85,0.844945054945055,0.8374792959066626
F3_K046,3,46,0.85,0.85,0.9073809523809524,0.85,0.8524087024087024,0.8406296993666631
F3_K047,3,47,0.9333333333333333,0.9333333333333333,0.9428571428571428,0.9333333333333333,0.931048951048951,0.9273581401244287
F3_K048,3,48,0.9666666666666667,0.9666666666666668,0.9714285714285715,0.9666666666666668,0.9664335664335664,0.9635579355022502
F3_K049,3,49,0.8,0.8,0.8228787878787879,0.8,0.79286817757406,0.7831133910418313
F3_K050,3,50,0.8666666666666667,0.8666666666666668,0.8971428571428571,0.8666666666666668,0.857867132867133,0.8566241684745439
F3_K051,3,51,0.8333333333333334,0.8333333333333333,0.7636904761904761,0.8333333333333333,0.7897069597069597,0.8214332256874014
F3_K052,3,52,0.9166666666666666,0.9166666666666667,0.9297619047619048,0.9166666666666667,0.9172993672993671,0.9088109773219402
F3_K053,3,53,0.8833333333333333,0.8833333333333334,0.9147619047619049,0.8833333333333334,0.8805244755244755,0.8747005979469586
F3_K054,3,54,0.7666666666666667,0.7666666666666666,0.8300000000000001,0.7666666666666666,0.752860472860473,0.7491109582924912
F3_K055,3,55,0.8333333333333334,0.8333333333333333,0.8659740259740258,0.8333333333333333,0.8333854380913204,0.8196354956662898
F3_K056,3,56,0.7833333333333333,0.7833333333333334,0.8302380952380952,0.7833333333333334,0.7621062271062271,0.7659070594229598
F3_K057,3,57,0.8833333333333333,0.8833333333333334,0.9083333333333334,0.8833333333333334,0.8832900432900435,0.8733404655770327
F3_K058,3,58,0.8333333333333334,0.8333333333333334,0.8601190476190477,0.8333333333333334,0.835041625041625,0.8170876639015145
F3_K059,3,59,0.8666666666666667,0.8666666666666668,0.8938888888888888,0.8666666666666668,0.866017316017316,0.8550244954288185
F3_K060,3,60,0.7666666666666667,0.7666666666666666,0.8372222222222222,0.7666666666666666,0.7585930735930736,0.7488746084023072
F3_K061,3,61,0.9333333333333333,0.9333333333333332,0.9428571428571428,0.9333333333333332,0.9292307692307693,0.9276453813083728
F3_K062,3,62,0.8666666666666667,0.8666666666666668,0.8093073593073594,0.8666666666666668,0.8294460441519267,0.860391933549531
F3_K063,3,63,0.7666666666666667,0.7666666666666666,0.7499999999999999,0.7666666666666666,0.72991341991342,0.7529232524210427
F3_K064,3,64,0.7666666666666667,0.7666666666666666,0.7107142857142856,0.7666666666666666,0.7284981684981685,0.7474611917128793
F3_K065,3,65,0.85,0.85,0.8371428571428572,0.85,0.8278971028971028,0.8372183582789214
F3_K066,3,66,0.9166666666666666,0.9166666666666667,0.9238095238095239,0.9166666666666667,0.9177156177156178,0.9079680546078895
F3_K067,3,67,0.8833333333333333,0.8833333333333334,0.891904761904762,0.8833333333333334,0.8765734265734266,0.8722569161950547
F3_K068,3,68,0.8666666666666667,0.8666666666666668,0.9019841269841271,0.8666666666666668,0.8697236097236096,0.8552904853233938
F3_K069,3,69,0.8333333333333334,0.8333333333333334,0.8838095238095238,0.8333333333333334,0.8208974358974359,0.8219490393807373
F3_K070,3,70,0.95,0.95,0.9607142857142857,0.95,0.948931068931069,0.9459053029269173
F3_K071,3,71,0.8,0.8,0.8482142857142858,0.8,0.787069597069597,0.7840953517925195
F3_K072,3,72,0.8833333333333333,0.8833333333333334,0.9130952380952382,0.8833333333333334,0.8745720945720945,0.8749733877861016
F3_K073,3,73,0.75,0.7500000000000001,0.7321212121212121,0.7500000000000001,0.721096256684492,0.7329325225725954
F3_K074,3,74,0.8333333333333334,0.8333333333333333,0.7914285714285715,0.8333333333333333,0.7946153846153846,0.8248034882035761
F3_K075,3,75,0.85,0.85,0.8916883116883119,0.85,0.8411476758535581,0.8398387664337814
F3_K076,3,76,0.95,0.9500000000000002,0.9523809523809523,0.9500000000000002,0.94988344988345,0.944736074664285
F3_K077,3,77,0.7833333333333333,0.7833333333333332,0.758058608058608,0.7833333333333332,0.7526450742240216,0.7707638427746917
F3_K078,3,78,0.8666666666666667,0.8666666666666668,0.8892857142857142,0.8666666666666668,0.8659940059940061,0.8542280122606744
F3_K079,3,79,0.8666666666666667,0.8666666666666666,0.897142857142857,0.8666666666666666,0.8696853146853147,0.8552904853233938
F3_K080,3,80,0.9333333333333333,0.9333333333333333,0.9428571428571428,0.9333333333333333,0.9282051282051281,0.9276453813083728
